time,lat,lon,altitude,groundspeed,gamma,sigma,airspeed,lift,thrust,command_vel,command_gamma,command_sigma,command_airspeed,command_lift,command_thrust
174.20000000000536,36.17804623760466,-112.28346250181171,8965.888561482576,163.73723452771316,0.07105251318855837,3.2986639124865915,163.73723452771316,79.78731393794048,19.25140348049285,163.71757,0.06981317007977318,3.2986722862692828,163.71757000000002,79.78807171366799,19.250379271839112
174.25000000000537,36.17802413800123,-112.28346683791447,8966.469758339057,163.73721343799335,0.07105118487788922,3.298663943880251,163.73721343799335,79.78733310039351,19.251295879033027,163.71757,0.06981317007977318,3.2986722862692828,163.71757000000002,79.78809005720943,19.25027276863175
174.30000000000538,36.17800203839927,-112.28347117401661,8967.050944285136,163.73719237091942,0.07104985799171427,3.2986639751562232,163.73719237091942,79.78735224213828,19.251188392953438,163.71757,0.06981317007977318,3.2986722862692828,163.71757000000002,79.78810838093526,19.250166379625743
174.3500000000054,36.1779799387988,-112.2834755101181,8967.632119332515,163.737171326467,0.0710485325285041,3.298664006314949,163.737171326467,79.78737136319738,19.251081022130233,163.71757,0.06981317007977318,3.2986722862692828,163.71757000000002,79.7881266848671,19.25006010469849
174.4000000000054,36.1779578391998,-112.28347984621894,8968.213283492883,163.73715030461173,0.07104720848673093,3.298664037356868,163.73715030461173,79.78739046359335,19.250973766439692,163.71757,0.06981317007977318,3.2986722862692828,163.71757000000002,79.78814496902646,19.24995394372754
174.45000000000542,36.177935739602276,-112.28348418231914,8968.794436777918,163.7371293053293,0.07104588586486864,3.2986640682824175,163.7371293053293,79.78740954334873,19.25086662575823,163.71757,0.06981317007977318,3.2986722862692828,163.71757000000002,79.78816323343491,19.24984789659059
174.50000000000543,36.17791364000623,-112.28348851841868,8969.375579199284,163.73710832859538,0.07104456466139272,3.298664099092034,163.73710832859538,79.78742860248599,19.250759599962397,163.71757,0.06981317007977318,3.2986722862692828,163.71757000000002,79.78818147811396,19.24974196316543
174.55000000000544,36.17789154041166,-112.28349285451758,8969.956710768634,163.73708737438574,0.07104324487478035,3.2986641297861525,163.73708737438574,79.78744764102761,19.25065268892887,163.71757,0.06981317007977318,3.2986722862692828,163.71757000000002,79.7881997030851,19.24963614333002
174.60000000000545,36.17786944081856,-112.28349719061583,8970.537831497608,163.7370664426761,0.0710419265035103,3.2986641603652056,163.7370664426761,79.78746665899605,19.25054589253446,163.71757,0.06981317007977318,3.2986722862692828,163.71757000000002,79.78821790836977,19.24953043696242
174.65000000000546,36.177847341226936,-112.28350152671342,8971.118941397832,163.73704553344228,0.07104060954606299,3.2986641908296246,163.73704553344228,79.78748565641372,19.25043921065612,163.71757,0.06981317007977318,3.2986722862692828,163.71757000000002,79.78823609398944,19.249424843940844
