lat,lon,altitude
36.25099138431206,-112.2818460922328,6227.9247419298845
36.251045322797744,-112.28183986085727,6221.211821442586
36.251099211308755,-112.28183358157057,6214.516716116229
36.251153049663166,-112.28182725465994,6207.839582635001
36.251206837671674,-112.28182088041414,6201.180572070369
36.251260575137984,-112.28181445912334,6194.539830028397
36.251314261859214,-112.28180799107899,6187.917496792926
36.251367897626274,-112.28180147657382,6181.313707464764
36.25142148222423,-112.28179491590176,6174.72859209699
36.2514750154327,-112.28178830935789,6168.162275826511
36.25152849702619,-112.28178165723831,6161.614879001976
36.251581926774385,-112.28177495984016,6155.086517308151
36.25163530444255,-112.28176821746149,6148.577301886876
36.25168862979177,-112.28176143040126,6142.087339454699
36.2517419025793,-112.28175459895924,6135.616732417287
36.25179512255881,-112.28174772343594,6129.165578980716
36.25184828948073,-112.28174080413262,6122.733973259735
36.251901403092496,-112.28173384135123,6116.322005383068
36.251954463138745,-112.28172683539418,6109.929761595896
36.25200746936165,-112.28171978656458,6103.557324359534
36.25206042150115,-112.28171269516594,6097.20477244845
36.25211331929513,-112.28170556150229,6090.872181044661
36.252166162479696,-112.28169838587799,6084.5596218296005
36.2522189507894,-112.28169116859779,6078.267163073525
36.25227168395739,-112.28168390996676,6071.9948697225445
36.25232436171566,-112.2816766102902,6065.742803483327
36.25237698379519,-112.28166926987362,6059.511022905555
36.25242954992623,-112.2816618890227,6053.2995834622025
36.252482059838364,-112.28165446804329,6047.108537627685
36.25253451326077,-112.2816470072413,6040.937934953952
36.25258690992231,-112.28163950692266,6034.787822144578
36.252639249551756,-112.28163196739337,6028.658243126908
36.25269153187786,-112.28162438895934,6022.549239122315
36.252743756629606,-112.2816167719265,6016.460848714622
36.252795923536254,-112.2816091166005,6010.393107916747
36.252848032327535,-112.28160142328707,6004.3460502356
36.25290008273373,-112.28159369229162,5998.319706735315
36.252952074485854,-112.28158592391941,5992.314106098834
36.253004007315695,-112.28157811847541,5986.329274687906
36.25305588095599,-112.28157027626438,5980.365236601535
36.253107695140535,-112.28156239759076,5974.422013732937
36.25315944960424,-112.28155448275862,5968.499625825016
36.253211144083245,-112.28154653207167,5962.598090524446
36.253262778315055,-112.28153854583331,5956.717423434354
36.253314352038586,-112.28153052434637,5950.857638165663
36.25336586499425,-112.28152246791336,5945.018746387143
36.25341731692405,-112.28151437683626,5939.200757874173
36.253468707571685,-112.28150625141656,5933.403680556285
36.25352003668256,-112.28149809195524,5927.627520563502
36.25357130400392,-112.28148989875267,5921.872282271511
36.25362250928488,-112.28148167210873,5916.137968345693
36.253673652276525,-112.28147341232263,5910.424579784058
36.253724732731904,-112.281465119693,5904.732115959108
36.25377575040617,-112.28145679451782,5899.060574658639
36.25382670505658,-112.28144843709437,5893.409952125546
36.253877596442564,-112.28144004771927,5887.780243096623
36.253928424325785,-112.28143162668847,5882.171440840417
36.25397918847014,-112.28142317429716,5876.583537194123
36.25402988864186,-112.28141469083978,5871.016522599596
36.25408052460955,-112.28140617661,5865.47038613845
36.25413109614416,-112.28139763190075,5859.945115566314
36.25418160301908,-112.28138905700413,5854.440697346237
36.25423204501019,-112.28138045221147,5848.9571166812775
36.25428242189584,-112.28137181781318,5843.494357546305
36.25433273345691,-112.28136315409887,5838.052402719016
36.25438297947684,-112.28135446135734,5832.631233810204
36.254433159741595,-112.28134573987643,5827.230831293298
36.254483274039835,-112.28133698994316,5821.851174533177
36.25453332216275,-112.28132821184356,5816.492241814299
36.25458330390422,-112.2813194058628,5811.154010368145
36.25463321906081,-112.28131057228516,5805.836456400015
36.254683067431706,-112.28130171139385,5800.539555115171
36.25473284881884,-112.2812928234712,5795.263280744361
36.25478256302683,-112.28128390879859,5790.007606568729
36.25483220986302,-112.28127496765633,5784.772504944145
36.254881789137485,-112.28126600032385,5779.55794732494
36.25493130066305,-112.28125700707953,5774.363904287097
36.25498074425529,-112.28124798820072,5769.190345550879
36.255030119732545,-112.2812389439637,5764.03724000294
36.25507942691592,-112.28122987464386,5758.904555717893
36.25512866562927,-112.28122078051535,5753.7922599794
36.25517783569923,-112.28121166185146,5748.700319300752
36.25522693695523,-112.2812025189243,5743.628699444967
36.25527596922948,-112.28119335200499,5738.577365444434
36.25532493235694,-112.28118416136343,5733.546281620082
36.25537382617539,-112.28117494726862,5728.535411600132
36.255422650525354,-112.28116570998834,5723.544718338382
36.255471405250155,-112.28115644978931,5718.574164132101
36.255520090195866,-112.28114716693715,5713.623710639492
36.25556870521137,-112.28113786169632,5708.693318896768
36.255617250148276,-112.28112853433026,5703.782949334825
36.255665724860975,-112.28111918510118,5698.892561795548
36.25571412920662,-112.28110981427022,5694.022115547731
36.255762463045116,-112.28110042209735,5689.171569302651
36.255810726239055,-112.2810910088414,5684.340881229279
36.25585891865384,-112.28108157476008,5679.53000896915
36.25590704015755,-112.28107212010993,5674.7389096509005
36.255955090621015,-112.2810626451463,5669.967539904479
36.256003069917746,-112.28105315012345,5665.215855875032
36.25605097792397,-112.2810436352944,5660.483813236489
36.256098814518595,-112.28103410091104,5655.771367204839
36.25614657958321,-112.28102454722408,5651.078472551116
36.25619427300206,-112.28101497448303,5646.405083614083
36.256241894662054,-112.28100538293627,5641.751154312658
36.256289444452754,-112.28099577283099,5637.116638158049
36.25633692226633,-112.28098614441309,5632.501488265625
36.25638432799757,-112.2809764979274,5627.905657366528
36.25643166154389,-112.2809668336175,5623.329097819034
36.2564789228053,-112.28095715172581,5618.771761619661
36.25652611168433,-112.28094745249354,5614.233600414033
36.25657322808615,-112.28093773616064,5609.714565507518
36.25662027191841,-112.28092800296595,5605.214607875624
36.25666724309135,-112.28091825314705,5600.733678174178
36.256714141517705,-112.28090848694033,5596.27172674928
36.25676096711271,-112.28089870458099,5591.828703647047
36.25680771979409,-112.28088890630299,5587.404558623147
36.25685439948204,-112.28087909233909,5582.999241152127
36.25690100609922,-112.28086926292086,5578.612700436544
36.25694753957076,-112.28085941827865,5574.244885415902
36.25699399982416,-112.28084955864159,5569.895744775394
36.25704038678938,-112.28083968423759,5565.565226954468
36.257086700398716,-112.28082979529334,5561.253280155201
36.25713294058691,-112.28081989203434,5556.959852350504
36.25717910729101,-112.28080997468487,5552.684891292155
36.25722520045042,-112.28080004346802,5548.428344518657
36.25727122000691,-112.2807900986056,5544.190159362932
36.2573171659045,-112.28078014031829,5539.970282959866
36.25736303808956,-112.28077016882546,5535.76866225368
36.25740883651067,-112.28076018434533,5531.58524400516
36.25745456111872,-112.28075018709488,5527.419974798732
36.25750021186685,-112.28074017728987,5523.2728010493865
36.25754578871038,-112.28073015514492,5519.14366900947
36.25759129160685,-112.28072012087334,5515.03252477533
36.25763672051602,-112.28071007468726,5510.9393142938225
36.2576820753998,-112.28070001679768,5506.8639833686875
36.25772735622223,-112.28068994741427,5502.806477666794
36.25777256294953,-112.28067986674553,5498.766742724263
36.257817695550024,-112.28066977499877,5494.744723952452
36.25786275399413,-112.2806596723801,5490.7403666438295
36.25790773825436,-112.2806495590944,5486.753615977727
36.257952648305285,-112.28063943534535,5482.78441702597
36.257997484123536,-112.28062930133547,5478.832714758403
36.25804224568776,-112.28061915726599,5474.898454048297
36.25808693297866,-112.28060900333702,5470.981579677645
36.25813154597888,-112.28059883974746,5467.082036342361
36.258176084673096,-112.28058866669495,5463.199768657369
36.2582205490479,-112.28057848437604,5459.334721161579
36.25826493909186,-112.280568292986,5455.48683832279
36.25830925479548,-112.2805580927189,5451.656064542466
36.258353496151145,-112.28054788376777,5447.842344160434
36.25839766315316,-112.28053766632424,5444.045621459481
36.25844175579769,-112.2805274405789,5440.2658406698665
36.25848577408278,-112.2805172067211,5436.502945973734
36.258529718008276,-112.28050696493904,5432.75688150945
36.2585735875759,-112.28049671541974,5429.027591375837
36.258617382789154,-112.28048645834905,5425.315019636344
36.25866110365333,-112.28047619391155,5421.6191103231195
36.258704750175504,-112.28046592229076,5417.939807441009
36.25874832236451,-112.28045564366903,5414.277054971474
36.25879182023093,-112.28044535822747,5410.630796876431
36.25883524378705,-112.28043506614607,5407.0009771020195
36.25887859304687,-112.28042476760363,5403.387539582288
36.25892186802611,-112.28041446277788,5399.790428242817
36.25896506874213,-112.28040415184527,5396.209587004261
36.259008195213966,-112.28039383498117,5392.644959785831
36.2590512474623,-112.28038351235979,5389.096490508697
36.25909422550943,-112.28037318415419,5385.564123099333
36.25913712937926,-112.28036285053629,5382.047801492795
36.25917995909728,-112.28035251167684,5378.547469635924
36.2592227146906,-112.28034216774546,5375.0630714905055
36.25926539618785,-112.28033181891065,5371.594551036343
36.25930800361924,-112.28032146533978,5368.141852274297
36.259350537016495,-112.28031110719904,5364.704919229242
