lat,lon,alt,time
0.6325666621173128,-1.9596940813827772,7000.0,0.0
0.6325678716421747,-1.9596940813827772,6999.823607721534,0.09999999999999999
0.6325690788394867,-1.9596940813827772,6999.330927313442,0.20000000000000004
0.6325702837399116,-1.9596940813827772,6998.53189728312,0.3000000000000001
0.6325714863911648,-1.9596940813827772,6997.439171899859,0.4000000000000002
0.6325726868569824,-1.9596940813827772,6996.066614693751,0.5000000000000002
0.6325738852148274,-1.9596940813827772,6994.428439987611,0.6000000000000003
0.632575081553291,-1.9596940813827772,6992.538730549564,0.7000000000000004
0.632576275969612,-1.9596940813827772,6990.411173419923,0.8000000000000005
0.6325774685674705,-1.9596940813827772,6988.0589221308865,0.9000000000000006
0.6325786594550906,-1.9596940813827772,6985.494531959016,1.0000000000000007
0.6325798483545032,-1.9596940810861405,6982.729147518675,1.1000000000000008
0.6325810340603435,-1.9596940802366847,6979.771543074936,1.2000000000000008
0.6325822156296489,-1.9596940788151105,6976.629737104259,1.300000000000001
0.6325833924700957,-1.9596940768023083,6973.311191782608,1.400000000000001
0.6325845642258684,-1.9596940741795286,6969.822871243711,1.500000000000001
0.632585730700544,-1.959694070928463,6966.171308332946,1.6000000000000012
0.6325868918049766,-1.9596940670312855,6962.362667006493,1.7000000000000013
0.632588047522065,-1.9596940624706687,6958.402795616699,1.8000000000000014
0.6325891978829227,-1.9596940572297963,6954.2972702524285,1.9000000000000015
0.6325903429507481,-1.9596940512923624,6950.051429024817,2.0000000000000013
0.6325914828098964,-1.9596940446425746,6945.6703987878445,2.099999999999999
0.632592617558466,-1.9596940372651492,6941.159115845,2.199999999999997
0.632593747303261,-1.9596940291453069,6936.522342026308,2.299999999999995
0.6325948721563593,-1.9596940202687683,6931.764677278977,2.399999999999993
0.6325959922327695,-1.959694010621746,6926.8905696732845,2.4999999999999907
0.6325971076488232,-1.959694000190936,6921.9043235131685,2.5999999999999885
0.6325982185210696,-1.9596939889635094,6916.810106067297,2.6999999999999864
0.6325993249655077,-1.9596939769271036,6911.611953300102,2.7999999999999843
0.6326004270970541,-1.9596939640698114,6906.313774878235,2.899999999999982
0.6326015250291671,-1.9596939503801718,6900.919358650264,2.99999999999998
0.6326026188735817,-1.95969393584716,6895.432374740242,3.099999999999978
0.6326037087401206,-1.9596939204601755,6889.856379354278,3.1999999999999758
0.6326047947365601,-1.9596939042090342,6884.194818369391,3.2999999999999736
0.6326058769685312,-1.9596938870839562,6878.451030752656,3.3999999999999715
0.6326069555394516,-1.9596938690755572,6872.628251843622,3.4999999999999694
0.6326080305504749,-1.959693850174838,6866.729616522473,3.5999999999999672
0.6326091021004565,-1.959693830373175,6860.758162279082,3.699999999999965
0.632610170285932,-1.9596938096623109,6854.716832193095,3.799999999999963
0.6326112352011022,-1.9596937880343464,6848.608477831741,3.899999999999961
0.6326122969378288,-1.9596937654817295,6842.435862069815,3.9999999999999587
0.6326133555856345,-1.9596937419972476,6836.20166183473,4.099999999999957
0.6326144112317085,-1.9596937175740199,6829.908470778606,4.199999999999955
0.632615463960916,-1.9596936922054886,6823.55880187876,4.299999999999953
0.6326165138558139,-1.9596936658854107,6817.155089967609,4.399999999999951
0.6326175609966667,-1.9596936386078505,6810.699694192821,4.4999999999999485
0.6326186054614686,-1.959693610367173,6804.194900408522,4.599999999999946
0.6326196473259655,-1.9596935811580354,6797.642923498294,4.699999999999944
0.6326206866636815,-1.9596935509753797,6791.045909630816,4.799999999999942
0.6326217235459469,-1.959693519814428,6784.405938449022,4.89999999999994
0.6326227580419275,-1.9596934876706744,6777.725025193759,4.999999999999938
0.6326237902186559,-1.9596934545398783,6771.0051227629665,5.099999999999936
0.632624820141065,-1.9596934204180592,6764.248123707514,5.199999999999934
0.6326258478720221,-1.9596933853014904,6757.455862164895,5.299999999999931
