lat,lon,altitude,time
36.2434,-112.2822,7000.0,0.0
36.24346930072385,-112.2822,6999.824282807809,0.09999999999999999
36.243538468731344,-112.2822,6999.337581590761,0.20000000000000004
36.24360750699276,-112.2822,6998.554882309082,0.3000000000000001
36.24367641957741,-112.2822,6997.491492982951,0.4000000000000002
36.24374521130688,-112.2822,6996.162112176747,0.5000000000000002
36.2438138875317,-112.2822,6994.580721773405,0.6000000000000003
36.24388245397868,-112.2822,6992.760597838714,0.7000000000000004
36.24395091663817,-112.2822,6990.714338445571,0.8000000000000005
36.24401928167572,-112.2822,6988.453893741044,0.9000000000000006
36.244087555360124,-112.2822,6985.990595950438,1.0000000000000007
36.244155676690646,-112.28219998220796,6983.334686394835,1.1000000000000008
36.24422344838219,-112.28219993188996,6980.496617472108,1.2000000000000008
36.244290751285405,-112.28219984825363,6977.486938071678,1.300000000000001
36.244357531288586,-112.28219973037292,6974.314554484163,1.400000000000001
36.24442376691555,-112.28219957733039,6970.987082584544,1.500000000000001
36.244489453062066,-112.28219938823125,6967.511318245585,1.6000000000000012
36.24455459280841,-112.28219916220515,6963.893533647063,1.7000000000000013
36.24461919329266,-112.28219889840729,6960.139644555531,1.8000000000000014
36.24468326362874,-112.28219859601978,6956.255302519721,1.9000000000000015
36.24474681385463,-112.28219825425232,6952.2459457125715,2.0000000000000013
36.24480985439962,-112.28219787234278,6948.116827414764,2.099999999999999
36.244872395813296,-112.28219744955716,6943.873032523989,2.199999999999997
36.24493444862651,-112.28219698518959,6939.519487697527,2.299999999999995
36.244996023279114,-112.28219647856189,6935.060968133201,2.399999999999993
36.24505713008152,-112.28219592902325,6930.502102588689,2.4999999999999907
36.24511777919341,-112.28219533594964,6925.847377485409,2.5999999999999885
36.24517798061145,-112.28219469874345,6921.10114054098,2.6999999999999864
36.245237744161614,-112.28219401683278,6916.267604160693,2.7999999999999843
36.2452970794941,-112.2821932896711,6911.350848705486,2.899999999999982
36.24535599607969,-112.28219251673652,6906.354825694605,2.99999999999998
36.24541450320707,-112.28219169753137,6901.28336097012,3.099999999999978
36.24547260998082,-112.28219083158167,6896.140157834449,3.1999999999999758
36.245530325319876,-112.2821899184365,6890.928800163895,3.2999999999999736
36.245587657956385,-112.28218895766756,6885.652755497138,3.3999999999999715
36.245644616435015,-112.28218794886868,6880.315378095829,3.4999999999999694
36.245701209112546,-112.28218689165524,6874.919911973612,3.5999999999999672
36.245757444157796,-112.28218578566374,6869.469493889778,3.699999999999965
36.245813329551815,-112.28218463055131,6863.967156303872,3.799999999999963
36.24586887308842,-112.2821834259952,6858.415830287786,3.899999999999961
36.24592408237492,-112.28218217169241,6852.818348392302,3.9999999999999587
36.2459789648332,-112.28218086735914,6847.17744746527,4.099999999999957
36.24603352770088,-112.28217951273038,6841.495771419086,4.199999999999955
36.24608777803284,-112.28217810755955,6835.775873945374,4.299999999999953
36.246141722702795,-112.28217665161795,6830.020221175172,4.399999999999951
36.246195368405274,-112.28217514469443,6824.231194283209,4.4999999999999485
36.24624872165754,-112.2821735865951,6818.411092035129,4.599999999999946
36.24630178880181,-112.28217197714271,6812.562133276817,4.699999999999944
36.246354576007604,-112.28217031617648,6806.686459365231,4.799999999999942
36.24640708927414,-112.28216860355153,6800.78613654033,4.89999999999994
36.24645933443298,-112.28216683913872,6794.86315823794,4.999999999999938
36.246511317150684,-112.28216502282416,6788.919447343605,5.099999999999936
36.24656304293157,-112.28216315450886,6782.956858387554,5.199999999999934
36.24661451712066,-112.2821612341086,6776.977179681182,5.299999999999931
36.24666574490653,-112.28215926155326,6770.982135395503,5.399999999999929
36.24671673132437,-112.28215723678677,6764.973387582186,5.499999999999927
36.24676748125901,-112.28215515976662,6758.952538137883,5.599999999999925
36.246817999448076,-112.28215303046363,6752.921130712678,5.699999999999923
36.246868290485054,-112.28215084886175,6746.880652563521,5.799999999999921
36.24691835882253,-112.28214861495745,6740.832536353626,5.899999999999919
36.24696820877536,-112.28214632875975,6734.778161898864,5.9999999999999165
36.24701784452381,-112.28214399028974,6728.718857862194,6.099999999999914
36.2470672701169,-112.28214159958037,6722.655903397272,6.199999999999912
36.24711648947547,-112.28213915667612,6716.5905297423615,6.29999999999991
36.24716550639547,-112.28213666163275,6710.523921765744,6.399999999999908
36.24721432455112,-112.28213411451704,6704.457219463766,6.499999999999906
36.24726294749816,-112.28213151540646,6698.391519412777,6.599999999999904
36.24731137867684,-112.28212886438901,6692.327876176122,6.699999999999902
36.24735962141526,-112.28212616156284,6686.267303667409,6.7999999999998995
36.24740767893232,-112.28212340703604,6680.210776471251,6.899999999999897
36.247455554340874,-112.28212060092645,6674.1592311226705,6.999999999999895
36.24750325065073,-112.28211774336123,6668.113567346358,7.099999999999893
36.24755077077165,-112.28211483447684,6662.074649256941,7.199999999999891
36.24759811751633,-112.28211187441859,6656.043306521424,7.299999999999889
36.24764529360329,-112.2821088633405,6650.020335484932,7.399999999999887
36.24769230165974,-112.28210580140508,6644.0065002608635,7.4999999999998845
36.24773914422443,-112.28210268878298,6638.002533786543,7.599999999999882
36.247785823750384,-112.28209952565284,6632.009138845451,7.69999999999988
36.24783234260764,-112.28209631220106,6626.026989057054,7.799999999999878
36.24787870308593,-112.28209304862152,6620.056729835281,7.899999999999876
36.24792490739727,-112.2820897351154,6614.0989793165845,7.999999999999874
36.247970957678525,-112.28208637189091,6608.154329258625,8.099999999999872
36.248016855993946,-112.28208295916309,6602.223345910438,8.19999999999987
36.24806260433761,-112.28207949715362,6596.306570855054,8.299999999999867
36.2481082046358,-112.28207598609046,6590.404521825424,8.399999999999865
36.24815365874933,-112.28207242620789,6584.517693494523,8.499999999999863
36.248198968475904,-112.28206881774601,6578.646558240448,8.599999999999861
36.2482441355523,-112.28206516095074,6572.791566887339,8.699999999999859
36.24828916165651,-112.28206145607349,6566.953149422878,8.799999999999857
36.24833404840996,-112.2820577033711,6561.131715693141,8.899999999999855
36.24837879737945,-112.28205390310544,6555.327656075525,8.999999999999853
36.24842341007928,-112.28205005554335,6549.541342130449,9.09999999999985
36.248467887973135,-112.28204616095638,6543.77312723253,9.199999999999848
36.24851223247602,-112.28204221962069,6538.023347181876,9.299999999999846
36.24855644495605,-112.28203823181666,6532.29232079615,9.399999999999844
36.24860052673636,-112.28203419782895,6526.580350484005,9.499999999999842
36.24864447909676,-112.28203011794614,6520.887722800506,9.59999999999984
36.24868830327544,-112.28202599246056,6515.214708985082,9.699999999999838
36.24873200047065,-112.28202182166825,6509.5615654826115,9.799999999999836
36.24877557184226,-112.28201760586862,6503.928534448122,9.899999999999833
36.24881901851331,-112.28201334536432,6498.315844235667,9.999999999999831
36.248862341571524,-112.28200904046113,6492.723709871862,10.09999999999983
36.24890554207075,-112.28200469146773,6487.152333514561,10.199999999999827
36.24894862103238,-112.28200029869555,6481.60190489714,10.299999999999825
36.24899157944666,-112.28199586245863,6476.072601758858,10.399999999999823
36.24903441827408,-112.28199138307342,6470.564590261696,10.49999999999982
36.24907713844659,-112.28198686085868,6465.078025394132,10.599999999999818
36.24911974086884,-112.28198229613524,6459.613051362232,10.699999999999816
36.24916222641941,-112.28197768922594,6454.169801968456,10.799999999999814
36.24920459595188,-112.28197304045544,6448.74840097858,10.899999999999812
36.249246850296004,-112.28196835015011,6443.348962477062,10.99999999999981
36.24928899025877,-112.28196361863783,6437.971591211247,11.099999999999808
36.249331016625376,-112.28195884624792,6432.616382924727,11.199999999999806
36.249372930160334,-112.28195403331091,6427.2834246801995,11.299999999999804
36.24941473160834,-112.28194918015849,6421.972795172145,11.399999999999801
36.24945642169521,-112.28194428712344,6416.684565029637,11.4999999999998
36.249498001128806,-112.28193935453929,6411.418797109576,11.599999999999797
36.2495394705999,-112.28193438274039,6406.175546780648,11.699999999999795
36.249580830782925,-112.2819293720618,6400.954862198285,11.799999999999793
36.24962208233688,-112.281924322839,6395.756784570914,11.89999999999979
36.249663225906005,-112.28191923540794,6390.581348417722,11.999999999999789
36.24970426212058,-112.28191411010484,6385.4285818182425,12.099999999999786
36.24974519159762,-112.28190894726613,6380.298506653975,12.199999999999784
36.24978601494149,-112.28190374722833,6375.191138842296,12.299999999999782
36.24982673274467,-112.28189851032792,6370.106488562881,12.39999999999978
36.24986734558827,-112.2818932369013,6365.044560476888,12.499999999999778
36.24990785404274,-112.28188792728464,6360.0053539390865,12.599999999999776
36.24994825866836,-112.28188258181379,6354.98886320317,12.699999999999774
36.24998856001586,-112.28187720082423,6349.9950776204605,12.799999999999772
36.250028758626875,-112.2818717846509,6345.023981832185,12.89999999999977
36.25006885503454,-112.28186633362826,6340.075555955529,12.999999999999767
36.25010884976395,-112.28186084808999,6335.14977576366,13.099999999999765
36.250148743332566,-112.28185532836915,6330.246612859898,13.199999999999763
36.25018853625077,-112.2818497747979,6325.366034846202,13.299999999999761
36.2502282290222,-112.28184418770759,6320.508005486164,13.399999999999759
36.25026782214418,-112.28183856742852,6315.672484862654,13.499999999999757
36.250307316108184,-112.28183291429,6310.859429530303,13.599999999999755
36.25034671140011,-112.28182722862024,6306.068792662961,13.699999999999752
36.25038600850069,-112.28182151074623,6301.300524196286,13.79999999999975
36.250425207885826,-112.28181576099377,6296.554570965624,13.899999999999748
36.250464310026885,-112.28180997968732,6291.830876839318,13.999999999999746
36.25050331539104,-112.28180416715006,6287.129382847567,14.099999999999744
36.250542224441574,-112.28179832370368,6282.4500273070125,14.199999999999742
36.250581037638135,-112.28179244966844,6277.792745941138,14.29999999999974
36.25061975543701,-112.28178654536306,6273.157471996641,14.399999999999737
36.250658378291355,-112.28178061110468,6268.544136355889,14.499999999999735
36.25069690665151,-112.2817746472088,6263.952667645589,14.599999999999733
36.25073534096515,-112.2817686539893,6259.3829923417625,14.699999999999731
