time (seconds),bearing (Degrees),range (Feet),elevation (Degrees)
0.0,-0.12185569682335101,149.75845888891348,-0.05717575263785828
0.49999999999999994,0.27913790965409363,191.72479854349675,-0.003983808899808156
1.0000000000000002,0.15034428650856105,234.21111380398338,-0.14885401383422273
1.5000000000000007,-0.10273665686396406,276.22122221273554,-0.19032931214939422
2.000000000000001,0.026023630220571366,318.61643874549816,0.061687279956408596
2.499999999999999,0.024728624906843265,360.5427989056,0.09429784222301603
2.9999999999999973,-0.049025878725355354,402.6032884774059,-0.001873246395787012
3.4999999999999956,0.18128309793717598,444.9278585956952,0.1579820401391273
3.999999999999994,0.16158419993606218,486.89883078763256,-0.10966597404857464
4.499999999999992,0.10821698134033342,529.1129563159055,-0.061016199484234694
4.99999999999999,-0.12903060293782195,571.154038112417,-0.17900560447534639
5.4999999999999885,-0.07104238254424454,613.2423314855436,-0.16614624952625337
5.999999999999987,0.3329648135009273,655.3747747972402,0.0380574112279871
6.499999999999985,-0.03138857901726633,697.3045294997197,0.05172596186104071
6.999999999999983,-0.19704112901414797,739.7496605610152,-0.03560902558503538
7.499999999999981,-0.056368054342648376,782.0031089693813,-0.046856493340565034
7.99999999999998,0.032440728902091626,823.9721823890508,0.04811291855606404
8.499999999999986,0.08916746368659312,866.115743995578,-0.11975868938236485
8.999999999999993,0.018941349177757423,908.3557482666546,0.015519706516865937
9.5,0.0880963532952733,950.4864516097629,-0.1686365553940286
10.000000000000007,-0.0977277141360227,992.6726487009098,-0.00874275546392431
10.500000000000014,-0.04105569330678472,1034.8009112935208,-0.053078037297341035
11.000000000000021,-0.48925683189479297,1076.9902788599397,-0.10334427361056348
11.500000000000028,0.08910482965364129,1119.1206176841567,-0.013752864848329865
12.000000000000036,0.13786822818458003,1160.9505202174391,-0.05503693481216324
12.500000000000043,0.13103824354036853,1203.234810763975,0.21217164410093875
13.00000000000005,-0.04175213672388971,1245.386152059863,-0.07720913418890937
13.500000000000057,0.11760110169561931,1287.792941092002,-0.13450700578547653
14.000000000000064,-0.145126768398245,1329.8157486184189,-0.06742851887015483
14.500000000000071,-0.0148813998482613,1372.2453810233117,-0.1843720271408438
